Labels,Text,Text_Tag
5,Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.,elections
5,"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up.",taxes
5,We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.,energy
5,Mental health provisions related to mass shootings got over 90 votes in the Senate.,"guns,health-care"
5,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,"federal-budget,medicare"
5,"Were losing almost 6,000 state jobs.","jobs,state-budget"
5,Florida has more concealed weapons permits than any other state.,guns
5,Says abortions are decreasing.,abortion
5,Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.,"history,labor,state-budget"
5,She flunked the D.C. bar exam.,candidates-biography
5,Farouk is on fire.,job-accomplishments
5,Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,"candidates-biography,ethics,financial-regulation,legal-issues"
5,Says Barack Obama didnt keep his promise to have an immigration bill in his first year.,immigration
5,"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions.",terrorism
5,The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,environment
5,Only about a third of Texans who enroll in college graduate.,education
5,"Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.","economy,pundits"
5,Christmas trees are grown in all 50 States.,"agriculture,states"
5,"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000.","state-budget,taxes"
5,Says Ohio has 77 job training programs spread across 13 state agencies.,"economy,jobs"
5,Clinton said great things about NAFTA until she started running for president.,economy
5,Members of the military dont contribute toward their pension.,"deficit,federal-budget,military,pensions,retirement"
5,Says Senate candidate Katie McGinty made thousands from companies she previously regulated.,transparency
5,Florida ranks last in the ratio of employees to residents...And Florida is dead last in the nation in state employee payroll expenditures per resident.,state-budget
5,Undocumented immigrants pay $12 billion of taxes every single year.,"immigration,social-security,taxes"
5,"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.","drugs,guns,health-care,public-health"
5,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices.",health-care
5,"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured.",health-care
5,Federal law adopted under Tommy Thompsons watch prohibits the government from negotiating for better prices on prescription drugs for senior citizens,"drugs,health-care,medicare"
5,"After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.","civil-rights,elections,legal-issues"
5,"Two million new jobs have been created, in California since 2011.","economy,jobs"
5,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.","environment,water"
5,Federal regulations required the changes to Georgias drivers license renewal process.,"homeland-security,market-regulation"
5,Snitker has been virtually ignored by the major media.,elections
5,There are 86 languages spoken at Miami Dade College.,"diversity,education,immigration"
5,The Capitol was built by slaves.,history
5,"I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way.",ethics
5,Sherrod Brown failed to pay his own taxes three separate times.,"message-machine-2012,taxes"
5,The United States is the oldest democracy in the world.,history
5,"The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal.","deficit,federal-budget,health-care,medicare"
5,There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.,"afghanistan,families,government-efficiency,homeland-security,iraq,military,veterans"
5,Wild Bill Hickok had his first duel in the town square here. And the family legend is that he is a distant cousin of mine.,history
5,Ohio companies export more goods and services globally than 41 other states.,"health-care,income,labor,public-health,workers"
5,Richard Nixon released tax returns when he was under audit.,"taxes,transparency"
5,Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.,"bipartisanship,elections,gays-and-lesbians"
5,"Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.",guns
5,Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.,"congress,drugs,economy,jobs"
5,"In Florida, its not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse.","ethics,florida,health-care,legal-issues"
5,There are 3 million jobs that go vacant each month in this country.,jobs
5,"Romney used to favor gun control, and said he didn't want to go back to Reagan-Bush.",guns
5,"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.","campaign-finance,economy,jobs,message-machine-2012,sports"
5,"Even though men comprise 49% of the population, they hold 80% of the lawmaking power in the Legislature (144 of 181 seats).","history,states,women"
5,"Since 2008, we have cut 5,000 positions from Virginia public schools.","education,jobs,state-budget"
5,Bob Barr has changed his position on the Defense of Marriage Act over the years.,marriage
5,46 percent of women between the age of 16 to 24 despise sexual contact in Japan.,sexuality
5,Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.,social-security
5,The U.S. Department of Homeland Security warned that the SAVE database is not a foolproof means of verifying (citizenship on) the voter rolls.,elections
5,"The oddest thing is he doesn't want to do for America what he did for Massachusetts. He did mandate health care for Massachusetts, which is HillaryCare, and he doesn't want to do that for America.",job-accomplishments
5,Its been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.,sports
5,More than 30 cents of every state tax dollar goes to Medicaid.,"debt,disability,economy,families,government-efficiency,health-care,medicaid,poverty,state-budget,state-finances,taxes"
5,My Treasury team eliminated a 900-case backlog in the Crime Victim Compensation Program.,"crime,criminal-justice,government-efficiency,job-accomplishments,state-finances"
5,"Her opponent: zero times a judge, zero rulings, zero experience on the bench.",job-accomplishments
5,Less than four cents of every health care dollar is spent on prevention and public health.,health-care
5,Says Texas law requires state agencies to give preference to goods produced and grown in Texas.,"state-budget,state-finances"
5,"Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.",guns
5,Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.,"agriculture,environment"
5,Health care reform will not affect veterans' benefits.,"health-care,veterans"
5,"China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars.","china,deficit,trade"
5,Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,health-care
5,A record number of immigrants not from Mexico are being apprehended at the border.,"crime,immigration"
5,"There are close to 900,000 unemployed veterans in America right now.","economy,military,veterans"
5,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,"health-care,public-health"
5,"Texas has installed more wind power than any other state, and all but four countries.",energy
5,Says Milken Institute rated San Antonio as nations top-performing local economy.,economy
5,A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.,"energy,government-regulation"
5,"Currently, we're at 36 percent of our children born out of wedlock.",families
5,"60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs weve gotten back, only 40 percent are living-wage.",jobs
5,"Austin is number one in Texas in startups, venture capital and patents.","city-government,economy,small-business,technology"
5,(Stimulus money) went to critically important projects like studying ants in Africa.,"message-machine-2012,stimulus"
5,There used to be 16 workers for every one person on Social Security. ... Now its three.,"deficit,federal-budget"
5,"Certainly were going to be the most restrictive state in the land in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.","drugs,government-regulation,marijuana,public-health"
5,Im the only governor in America ... who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody.,criminal-justice
5,"Says Ron Johnson opposes entirely a federal minimum wage, except perhaps for guest workers.","agriculture,economy,government-regulation,jobs,labor,unions,workers"
5,Says over 90 percent of Travis Countys eligible residents have registered to vote.,elections
5,"In the African-American community today, 68 percent of kids born are born out of wedlock.",families
5,More than 80 percent of Americans believe we need to have universal background checks.,guns
5,More children die in agricultural jobs than in any other industry.,"children,labor"
5,My wife is going to be the first Hispanic first lady in the history of Texas.,"candidates-biography,history,women"
5,"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.",ethics
5,"Says if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma.","education,population"
5,Says tenure still exists but its been overhauled for teachers in New Jersey.,education
5,Florida ranks 45th in the nation for tuition.,"education,state-budget"
5,Then-Sen. Barack Obama refused to raise the debt ceiling because he said President Bush had failed in leadership.,"candidates-biography,federal-budget"
5,"In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.","crime,criminal-justice,economy,government-regulation,jobs,legal-issues,privacy,public-safety"
5,"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.","afghanistan,foreign-policy,military"
5,Hitler didnt want unions. Stalin didnt want unions. Mubarak didnt want independent unions. These autocrats in history dont want independent unions.,"jobs,labor,message-machine"
5,The problem with invasive species today in the Great Lakes isnt ballast water.,"environment,jobs,transportation"
5,Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before The Wizard of Oz hit the movie theaters.,elections
5,"For the first time in 35 years, we have more businesses dying than we do starting.","economy,small-business"
5,"Say that under state law, systems development charges can only be spent on capital investment.","infrastructure,message-machine-2012"
5,Suzanne Bonamici was the only no vote on a 2009 bill cracking down on drunk drivers.,"crime,criminal-justice,message-machine-2012,voting-record"
5,"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.","jobs,taxes"
5,(I) helped to invent a system that saved over a billion dollars on welfare.,"candidates-biography,economy,families,federal-budget,government-efficiency,poverty"
5,There are more words in the IRS code than there are in the Bible.,taxes
5,Most voters prefer zombies to the current U.S. Congress.,congress
5,"Six of the nations 10 wealthiest counties, according to median income, are in and around the Washington, D.C. area.","economy,federal-budget,income,population,wealth"
5,Obama promised to cut the deficit by half by the end of his first term but he hasnt even come close.,"deficit,message-machine-2012"
5,Were borrowing 40 cents of every dollar we spend.,"federal-budget,abc-news-week"
5,Says Delta Air Lines has once again broken a promise they made to me and to the people of Memphis.,"government-regulation,market-regulation"
5,"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.","deficit,federal-budget"
5,Refugees are subject to more rigorous screening than the average tourist in the U.S.,"foreign-policy,homeland-security,immigration,terrorism"
5,"Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.","economy,transportation"
5,Says About 7 in 10 of Oregons inmates are in prison for violent crimes and serious sex offenses.,"crime,criminal-justice,public-safety,state-budget"
