"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says the federal government is the largest energy user in the country.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Romney refused to pardon \""a decorated soldier\"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The United States decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says Craig Huey called Planned Parenthood a murder mill.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says she is entering in the most diverse class ever, of U.S. Representatives""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Texas has lost the most law enforcement officers in the line of duty of any state in America.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""More than 72 percent of children in the African-American community are born out of wedlock.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This year, the overwhelming majority of new jobs are part time.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We have the third-lowest minimum wage of developed countries.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Kendrick Meek claims hes the only candidate who saidSonia Sotomayor will make an excellent Supreme Court justice.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The states unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""On the day that (the Republican) state leader resigned in disgrace, a Shred-It' truck rolled up to Republican headquarters.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says Texas ranks first in executions among the states.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tax rates were significantly higher \""in the '40s, the '50s, and the '60s.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell\"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our reserves are now in much better shape than they were just a few years ago.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says Donald Trump supported impeachment of President (George W.) Bush.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says that as a gubernatorial candidate, Chris Christie promised no school cuts.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Medicare spends \""$15-billion a year on subsidies to insurance companies.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Education Week rates Ohio schools in the top five in the nation.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""About 40 percent of Hispanic homeowners have subprime mortgages.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""I was the first member of Congress to contribute to Donald Trump.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In Hawaii, \""they don't have a history of throwing incumbents out of office.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Federal law prohibits the growing of industrial hemp in the United States.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Every poll you see, the overwhelming majority of people want [E-Verify].""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate the governors mansion.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says Donald Trump supports eminent domain and the Supreme Courts Kelodecision.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The federal government can cut all of the non-military discretionary spending and not balance the budget.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says Keene, N.H., requested a military-grade armored personnel truck, citing their annual Pumpkin Festival as a possible target for terrorists.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Barack Obama had the legal authority to strike Syria without a vote from Congress.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Florida is one of only three states that require licenses for commercial interior designers.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Most private sector jobs in the history of Buffalo exist in Buffalo today""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says Jeb Bush flip-flop-flip(ped) on immigration.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Obamas proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Photo ID is not required for those who vote by mail.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In Wisconsin, deaths from domestic violence are at the highest in 10 years.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Huckabee \""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The proposed transportation bill could be the largest tax increase in Georgia history.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Actually, Reagan was a Democrat before he was a Republican.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""On immigration reform""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""I never called for a partition of Iraq.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Said Republicans made historic gains in state legislatures during last months election""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The president of the United States ... agrees with me that marriage should be between a man and a woman.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says PPS employees have paid their own PERS contributions for many years.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Seventy percent of all uninsured live in households in which at least one person is working.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The region I represent, both currently and in the future, has more automotive plants than the entire state of California.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""States with the highest gun ownership rates also have the highest suicide rates.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""I don't do earmarks. I've never done one. I'm not going to do one.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The governor having a meeting ... isnt covered by the open meetings act.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Says 94 percent of (Marco Rubios) constituents support a universal background check.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Nobody has ever escaped from one of our federal 'supermax' prisons.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Barack Obama and the Democrats have \""proposed a tax for not having health insurance.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Animal abuse is often an indicative trait of future acts of violence against humans.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There has not been a Democratic woman in Congress from New Jersey in almost four decades.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Six of the 10 richest counties in the United States surround Washington, D.C.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""About halfway through fiscal year 2009, Washington has run out of money.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The average age of members of the House of Representatives is 57 years old.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Most federal employees do not have collective bargaining for benefits, nor for pay.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""On offshore oil drilling.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rhode Island continues to have the highest rates of substance abuse in the country.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.""}, {""role"": ""assistant"", ""content"": """"}]}"
