"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The CDC currently reports 99031 deaths. In general the discrepancies in death counts between different sources are small and explicable. The death toll stands at roughly 100000 people today.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our daily update is published. Weve now tracked 28.6 million tests up ~502k from yesterday. The 7-day average keeps setting new highs. For details see: https://t.co/PZrmH4bl5Y https://t.co/xwDvHUF9oc""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @PIB_India: #CoronaWatch  2702742 total confirmed cases  1977779 cases cured/recovered  30941264 samples tested Here's the""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Largest #COVID19 testing study shows cases are rising across England @SRileyIDD \""None of this would be possible without the involvement of hundreds of thousands of members of the public whose ongoing contributions are enabling this essential research\"" https://t.co/FWBpMvLuwr""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our daily update is published. Weve tracked a total of 1149960 tests up ~100k from yesterday. Note that we can only track tests that a state reports. And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y https://t.co/zUMkCFPvpK""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#CoronaVirusUpdates Mortality analysis: Age-wise: -50% deaths belong to 60 years and above age group. -37% deaths belong to 45-60 years age group. -11% deaths belong to 26-44 years age group. Gender-wise: -68% deaths were among men. -32% deaths were among women. https://t.co/unj31Uemeh""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The measures taken in a community to reduce the risk of #COVID19 transmission will reduce the risk in schools as well. In some countries schools have reopened. In others they remain closed-@DrTedros""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @drharshvardhan: #COVID UPDATE In its fight against COVID-19 since January 2020 India has crossed another peak. The cumulative tests h""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In 2019 the worlds children had a better chance of surviving to age 5 than ever before. Now progress could be lost as #COVID19 disrupts health checks and immunizations for children in 68% of surveyed countries. We're calling for swift action to save children's lives. https://t.co/Dn2rz5c63k""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @CDCDirector: To increase the use of face masks in public across the globe and slow the spread of #COVID19 we are participating in #Wor""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Working at a polling station? Help reduce the risk of exposure to respiratory diseases like #COVID19 by routinely cleaning and disinfecting frequently touched surfaces &amp; voting associated electronics. Learn more: https://t.co/ZjeKiqG5jG. https://t.co/TVzP0ZisnH""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In Nebraska: Hall Dakota Colfax and Dawson counties all have COVID-19 hotspots. Local reporting has tied these outbreaks to meatpacking plants. Hall Dawson and Dakota: https://t.co/y2gNSInW7J Colfax: https://t.co/zBAODGPUw5""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Even though todays update is missing data from six states there were more new cases today than in any day of the pandemic before June 25. In better news more test results were reported today than any day before July 2.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It's worth zooming in on one state story Michigan. A few weeks ago it looked like it might turn into another New York. Deaths were rising rapidly peaking at over 200 per day. Now deaths are *slowly* declining. Testing is way up but newly discovered cases are falling. https://t.co/5iPyKX0ML1""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""BREAKING: The Joint Biosecurity Centre has recommended that the UK's COVID-19 alert level should be upgraded from level three to level four meaning transmission of the virus is high or rising exponentially Read more here: https://t.co/V0F20RQ57g https://t.co/LtG44AgOPz""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There was an agreed plan in place as part of the compassionate grounds including for the travel. Both women have followed all the conditions of the plan  including not having any contact with anyone on the journey or using any public facilities.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#CoronaVirusUpdate #IndiaFightsCorona India continues on its path of high testing: more than 8 lakh tests/day for 2nd day in a row Tests Per Million (TPM) continue to rise cross 23002 while positivity remains stable at around 8% https://t.co/7SI68kdjCm https://t.co/W710ave4c0""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#IndiaFightsCorona: Steps to take when #COVID cases occur in offices In general staff showing flu-like illness shouldn't attend office and seek medical advice But when people show symptoms within office spaces: Isolate the ill person from the other employees #StaySafe https://t.co/3VCySS5CF0""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our update is published. States reported record tests completed (852k) and cases (77k) for the second day in a row as well as 951 deaths. One significant caveat: the total cases include ~5k cases from a reporting backlog in Texas. https://t.co/Ky60XDlluD""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#Mauritius has high population density with high rates of non-communicable diseases &amp; many international travellers which meant it was at high-risk. But quick comprehensive action initiated in January &amp; previous experience with contact tracing paid off-@DrTedros #COVID19""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Little chance we will see a coronavirus vaccine before November @AmerMedicalAssn says. https://t.co/fMeO2Bn3MA""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Of the 89 cases in the community 88 are linked to the cluster and one remains under investigation. The worker from St Lukes Mall has been linked to the current outbreak using genome sequencing. However there is no confirmed epidemiological link with the outbreak yet. (cont.)""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""3. 2000 tests conducted daily in Lagos &amp; 1000 daily in the FCT by end of week 4. Isolate patients within less than 6 hours after confirmation of positive results 5. Ensure isolation of each confirmed case #COVID19Nigeria https://t.co/cunROJzQoQ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#IndiaFightsCorona It is only by aggressive TESTING that positive cases can be identified their contacts TRACKED and isolated as well as prompt TREATMENT can be ensured. @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @COVIDNewsByMIB @PTI_News""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The latest CDC #COVIDView report shows that after declining for several weeks the percentage of people testing positive nationally for #COVID19 increased slightly compared to last week. CDC will continue to monitor this indicator: https://t.co/zP4VYlo0Pb https://t.co/jF4Dwzvi8q""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As of April 15 50 US states D.C. &amp; 4 US territories have reported cases of COVID-19. Of those 34 report #COVID19 cases are widespread. When out for essential trips wear a cloth face covering &amp; keep 6+ ft of physical distance between yourself &amp; others. https://t.co/MCP09UDSPe https://t.co/NLVSWWHPu3""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The number of people in the UK who have tested positive for #coronavirus has increased by 3330 official figures show https://t.co/7oSxwz9xmd""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our daily update is published with a few states not reporting over the long weekend. States reported 801k COVID-19 tests and 45k cases. The death toll was 915. https://t.co/iERV2wLMmu""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Stigma hurts everyone. No single group ethnicity or population in the U.S. is more likely to spread #COVID19 than others. Find out how to stop COVID-19 stigma in your community at https://t.co/eLn38IAOPe. https://t.co/5zPIyMa84G""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @PIB_India: Cases per million population in India are 3573 as compared to the world average of 3704 cases per million population. Dea""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""India crosses nine million COVID-19 tests https://t.co/tqIMHdoaxH""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @CDCemergency: #DYK? You may spread #COVID19 even if you do not have symptoms. If your health department tells you that you have been ex""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pubs bars and restaurants throughout England will be forced to close at 10pm from Thursday Boris Johnson will announce in a new #coronavirus crackdown https://t.co/mXJfWeOi96""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""114 new cases of #COVID19 have been reported; 80 in Lagos 21 in Gombe 5 in FCT 2 in Zamfara 2 in Edo 1 in Ogun 1 in Oyo 1 in Kaduna 1 in Sokoto As at 11:30 pm 24th April there are 1095 confirmed cases of #COVID19 reported in Nigeria. Discharged: 208 Deaths: 32 https://t.co/NIDV1zTh9o""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @MoHFW_INDIA: Health Ministry issues \""Containment and Surveillance Manual for Supervisors in containment zones\"" https://t.co/DdiQujSVIi""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It is severe cases of #COVID19 disease that cause acute issues for health societies &amp; economies. They are the ones leading to overwhelmed health systems to fear &amp; loss of confidence and in turn to social &amp; economic disruption. https://t.co/rl7GY6cduh""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The first thing that all leaders can do is to join forces behind the Accelerators COVAX Facility. We have developed a new approach that allows countries with bilateral deals to join forces with the facility and help us ensure global equity in access-@DrTedros #COVID19""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Thank you to every person whose job requires them to work during this pandemic. Those in:  healthcare  the food industry  mail delivery and so many more. We appreciate your sacrifice today and every day.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As per @MoHFW_INDIA's #COVID19 Clinical Management Protocol fatigue &amp; Myalgia (muscle pain) has been reported as a symptom of #COVID: https://t.co/HtiPH32yBo #COVID__19 #COVID #COVID_19 #COVID19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusPandemic https://t.co/Ih0W4v7ce6""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our daily update is published. Weve now tracked ~7 million tests up 237k from yesterday in line with the last week of numbers. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/kGwOvTnIl9""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Todays cases bring our combined total of COVID-19 cases to 1492.   We now have 1368 people reported as having recovered.   Today there are two people in hospital with COVID-19  one each in Middlemore and North Shore hospitals. Neither are in ICU.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#IndiaFightsCorona: A total of 1172 deaths have been registered in the past 24 hours. 32% of deaths reported yesterday are from Maharashtra with 380 deaths followed by Karnataka with 128 deaths and Tamil Nadu with 78 deaths. Details : https://t.co/3qjaXVOvyn #StaySafe https://t.co/FSdGSiPDmP""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Michigan reports a disproportionate amount of COVID-19 cases and deaths among Black people. But state-level data does not reveal the ways COVID-19 is impacting local communities. To track this @covid19tracking has followed a few cities since end of May. https://t.co/7plsSFrTgn""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A #coronavirus testing centre in Kent has been shut - reportedly to make way for a lorry park in the run up to the next big Brexit deadline https://t.co/FaQTTuRLLK""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As of 14 July 2020 7:15pm there are 1744 active #COVID19 cases in #Vellore #TamilNadu. @MoHFW_INDIA @drharshvardhan @DrHVoffice #COVID__19 #Covid_19 #COVID19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/7OttNSQNbW""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pubs bars and restaurants in England will be forced to close at 10pm every night from Thursday - but here are three other sets of measures that Boris Johnson could be set to announce ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @CDCtravel: CDC is helping travelers understand the #COVID19 risk in each country. Before you make travel plans check the COVID-19 risk""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Critical point' in pandemic as the UK infection rate is heading in the wrong direction warns the chief medical officer Chris Whitty. Follow live #coronavirus updates  https://t.co/j2gkYZX3TC""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#HCPs: Learn about #COVID19 associated VTE risks and considerations in our upcoming webinar. Mark your calendar for September 17 2 p.m. ET. Pre-register now: https://t.co/GUDbPY0X9d. https://t.co/S2iM77Po4b""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @CDCDirector: Face masks are one of the most powerful weapons we have in the fight against #COVID19. Wearing a mask when youre in publi""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As at 11:30 pm 24th April: Lagos-657 FCT-138 Kano-73 Ogun-35 Gombe-30 Katsina-21 Osun-20 Edo-19 Oyo-18 Borno-12 Kwara-11 Akwa Ibom-11 Kaduna-10 Bauchi-8 Delta-6 Ekiti-4 Ondo-3 Rivers-3 Jigawa-2 Enugu-2 Niger-2 Abia-2 Zamfara-2 Sokoto-2 Benue-1 Anambra-1 Adamawa-1 Plateau-1""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#CoronaVirusUpdates #IndiaFightsCorona Recovery Rate reaches a record high of 67.19%. #COVID19 Recovery Rate has improved from 63% to 67% in the last 14 days. https://t.co/hOsu3ODJbs""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Contacts from Auckland flight An update on the case of the man who left MIQ in Christchurch having returned negative tests for COVID-19 and then tested positive in Auckland.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The first case of #COVID19 was reported on 31st December 2019 in Wuhan China Five months later the disease continues to affect people in countries across the globe If we all #TakeResponsibilty we can get through this together https://t.co/BLAjaopw5G""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""@ESMO expert warns about continued widespread disruptions in cancer care due to COVID. https://t.co/zm2lV0hGkZ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""COVID-19 Update There are 7 new confirmed cases of COVID-19 to report in the community.   In total we have 56 active cases - 37 are from the community outbreak and 19 are imported cases in managed isolation/quarantine.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As on 9th July 2020 a total of 283659 samples were tested for #COVID19. @MoHFW_INDIA @drharshvardhan @DrHVoffice @ICMRDELHI #CovidIndiaSeva #COVID__19 #Covid_19 #COVID19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/6VSC8E2R7V""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Wear face coverings in public. Stay at least 6 feet apart. Wash your hands. Help slow the spread of #COVID19. Learn more: https://t.co/jkWwZTxyhs. https://t.co/FMU1IzjoXf""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The updated #PUI definition for #COVID19 accounts for the new geographic spread of the virus &amp; includes a list of affected areas w/ widespread or sustained community spread &amp; will likely be revised. https://t.co/VJ6DDNlasm.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#CoronaVirusUpdates: #COVID19 India Tracker (As on 28 August 2020 08:00 AM) Confirmed cases: 3387948 Recovered: 2583948 (76.3%) Active cases: 742023 (21.9%) Deaths: 61529 (1.8%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/QyrdW8nxQY""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Yes. As of today Case #FatalityRate stands at 2.13% &amp; has been continuously reducing from around 3.33% in mid-June. @MoHFW_INDIA @drharshvardhan #COVID19 #COVID__19 #COVID #Covid_19 #COVID19 #COVIDUpdates #coronavirus #CoronaVirusUpdates #CoronavirusPandemic #CoronavirusIndia https://t.co/zC9Ez90bhE https://t.co/mxeLPsvRdc""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Nicola Sturgeon confirms R number \""could be as high as 1.4\"" in Scotland. Read more here: https://t.co/cuJYG1bFpB https://t.co/Nvb2bPgwAg""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Drop in A&amp;E attendance: #COVID19 pandemic highly affected healthcare seeking behaviour @Imperial_EM @VetSree @mara_kont @flaxter @DrSamirBhatt @DrCCostelloe @KHoneyfordStats @dralisanders @grahamscooke @neil_ferguson @kdhauck @shevanthi_n @pabloperguz https://t.co/IKi147Iz2d""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @CDCtravel: Travel increases your chances of getting and spreading #COVID19. CDC advises against nonessential international travel. If y""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The previous method also made sense. But if the primary use of this statistic is to understand the strain on the hospital system then the total strain needs to be captured. This will also bring the different state numbers closer to the same standard.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Coronavirus: Care homes 'widely exposed' as COVID-19 'begins to move in' https://t.co/wjw9Od8KaZ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""States reported just under 1000 deaths not far from the 7-day average. Our data set shows over 101 thousand deaths reported by states not including 5783 probable and confirmed COVID deaths reported by NYC but not (yet) by NY state. https://t.co/UcyaqRRq2M""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""If flu and coronavirus collide were in for real trouble. https://t.co/hx9qc4j2oL""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Yesterday our laboratories processed 4279 tests. The total number of tests completed is now 267435. The NZ COVID Tracer app has now recorded 422000 registrations an increase of 17000 since yesterday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""You can get the latest from The COVID Tracking Project delivered straight to your inbox. Sign up to get updates and our weekly newsletter here: https://t.co/aaJlWd6YUZ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#IndiaFightsCorona States/UTs made responsible to ensure that every hospitalized COVID patient receives oxygen.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Coronavirus: Pandemic pushes price tags on larger homes 'to record high' https://t.co/ZHG3llhDLb""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We are monitoring the infection rates in the city. Mayor of Liverpool Joe Anderson says local lockdown restrictions possibly should have been done a bit earlier. #KayBurley: https://t.co/Opc8Z4tNib https://t.co/ExHpKQY2sB""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As of 6 August 2020 a cumulative of 543489 #COVID19 Tests have been conducted in #Telangana of which 21346 tests were performed yesterday. #COVID19 #COVID__19 #COVID #Covid_19 #COVID19 #COVID19India #COVIDUpdates #coronavirus #CoronaUpdates #CoronavirusIndia https://t.co/6UQZpNFNix""}, {""role"": ""assistant"", ""content"": ""True""}]}"
