"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""George Allen served in theU.S. Senate. The national debt increased $16,000 every second.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our small staff of 51 is still fewer than we had a decade ago. Yet our caseload -- like that of other courts -- has grown.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Guantanamo Bay detainees will get the H1N1 vaccine.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me,\"" he said.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The federal gas tax has not been raised since 1993.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sen. John McCain said last year he didn't know of a solution to the mortgage crisis.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Romney said \""'No' to in-state tuition\"" for illegal immigrants.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""At nearly 19 million people, Florida is larger than all the earlier primary and caucus states combined.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Crimea was historically part of Russia, and Khrushchev gave it to Ukraine in a gesture that mystified some people. Crimea became part of Ukraine only in 1954.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rick Scott \""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine\""""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Fisherman says he couldnt keep 42-inch redfish he caught because of fishing rules.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country,\"" he said.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The No. 1 cause of death for African-American males15-34 is murder.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Virginia was named best managed state, best state for business and best state toraise a child while I was governor.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rhode Islands voter identification law was pushed by a black Democrat in the House. Thats a fact.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jeff Greene only moved from California to Florida in the last two years. He would not legally be allowed to run for any other statewide office because he has not lived here long enough.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Manufacturers have added about 500,000 jobs over the past three years.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Fifty-one percent of American households paid no income tax in 2009.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Georgia spends fewer tourism advertising dollars than any other state in the South.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Foreign companies in the United States have a significantly higher unionization rate than other companies overall.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Federal officials declared that grant funds could be used only for Milwaukees streetcar project. It isnt possible to redirect the money to other modes of public transportation or to our public schools.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Abraham Lincoln visited and some say even danced in (the Ohio Senate) chamber.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""When Mitt Romney was governor of Massachusetts, he stood in front of a coal plant and pointed at it and said, This plant kills.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""No other Northeastern state has passed a photo ID law.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It is legal in Ohio to fire an employee or evict a tenant just for being gay.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Uber and other ride-share firms are not required to carry auto insurance under Georgia law.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""More than once, Ive actually had a conversation with the protesters on substance,\"" he said.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four year terms.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The last time New Jersey sent a Republican to the U.S. Senate was 1972.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""You may have driven the length of a football field in the five seconds it takes to check a text.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county. It is the first county in the United States to do so.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Its legal to sign a recall petition even if you have already signed another recall petition. Only one signature counts.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""John Paul Stevens is the only Protestant on the U.S. Supreme Court.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rep. Steve Stockman basically wants gun-filled zones in schools.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. military expenditures are greater than the combined spending of the next 14 largest nations.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""We are number one in the world when it comes to energy resources,\"" he says. \""The Russians are second; Saudi Arabia is number three\""""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""No openly gay man has ever been elected to the Georgia Legislature.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There are at least twice as many licensed firearm dealers in California as there are McDonalds.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Republican leadership's budget proposal doesn't contain any numbers.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""1 in 7 American families is on food stamps, according to a new report. The report was released by the Center for American Progress.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It was the closest U.S. Senate race in Ohio in 36 years. Howard Metzenbaum defeated Robert Taft in 1976.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As president, Barack Obama has never visited Israel.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Cobb is one of the largest school systems (in the nation) that is debt free.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Social Security disability fund is going belly up in 2016.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A shocking 20 veterans commit suicide each day, especially older veterans.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. is one of the very few nations in the world without an official language.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Florida Legislature raised taxes and fees by almost $2 billion in the 2009 session.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""We have more people working in clean and green energy than in oil and gas,\"" he says.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The fastest-growing part of the Pentagons budget are health care expenses.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Fireworks have never been safer, and their use continues to increase each year.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""More than 27,000 Rhode Island jobs depend on trade with Canada.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The proposed fiscal year 2013 budget is still below the level of state spending when I took office.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""John McCain's top foreign policy adviser lobbied for the Republic of Georgia.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Wisconsin's 6th congressional district has more manufacturing jobs than almost any other in the nation.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Granite Staters who hold individual policies from Anthem can renew their policies and keep their current doctors and hospitals.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There are actually only 30 countries that practice birthright citizenship.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The top 1 percent of income earners paid 36.7 percent of the taxes. The top 50 percent pay 97.7 per cent.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""House GOP Dominates Twitter, YouTube, Social Media in Congress.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Close to 90 percent of the population growth in Texas over the last decade was non-Anglo.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rep. John Katko promised he wouldnt vote to defund Planned Parenthood. Since he's been in office he's done that four times.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""You've heard endlessly about waterboarding. It happened to three terrorists.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Crime is down in Arizona. Crime is down across the U.S.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine,\"" he says.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "". Preventive care does not save the government money.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lincoln tried to buy slaves in border states, but the states all rejected it.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Florida Gov. Rick Scott went to the tea party convention the same week as his education summit.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""I did not support the sequester,\"" Obama says. \""I was against it\""""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Obama says he opposes offshore drilling and a gas tax holiday.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""We have more military spending than the next 10, 11, 12 countries combined,\"" he says.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""2009 property taxes were almost $3 billion below 2007 property taxes.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Food stamp spending doubled under President Bush, doubled again under Obama.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""New financial services law requires 358 regulatory filings.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Between 1982 and 2007 the cost of a college education increased 439 percent.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. loses more on tax breaks than it collects in personal income taxes.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Joe Biden says Jon Corzine is \""the smartest guy that I know\"" on the economy.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""I was one of about a dozen (senators) who voted against the Bridge to Nowhere,\"" he says.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The State of Texas is funding womens health services at historically high levels. They just increased their level another $50 million for the next two years.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rhode Islanders pay among the highest auto repair bills in the nation.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Overdosing is now the number one accidental killer in our Commonwealth.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Toledo Mayor Mike Bell once lost his job as a firefighter because his city ran out of money.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Georgia has saved $20 million through changes in criminal sentencing.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sen. Sherrod Brown has been running for public office since Richard Nixon was president.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. is spending millions for each individual held at Guantanamo Bay.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Barack Obama won't even use the term 'war on terrorism'""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""I spent only $36.29 on my campaign for governor,\"" he said.""}, {""role"": ""assistant"", ""content"": """"}]}"
