"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Arab League to hold emergency meeting on U.S. plans to recognize Jerusalem as capital of Israel. Palestinians and Jordan had requested the meeting which will take place on Saturday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tusk says he is encouraged by progress on avoiding a physical border between Ireland and Northern Ireland after Britain leaves the EU. London wants to start talks on the future trade deal with the EU as soon as possible to provide clarity for companies.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.N. calls for a humanitarian pause in the Yemeni capital of Sanaa on Tuesday. U.N humanitarian coordinator in Yemen says streets have become battlegrounds. Jamie McGoldrick: \""I call on all parties to the conflict to urgently enable a pause\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A Belgian judge will decide on the exercising of a European arrest warrant. Puigdemont and four of his ministers left Spain after his regional government was sacked. They face an arrest warrant from Spain with charges of rebellion and sedition.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Britain and the European Union have agreed a deal to ensure there is no hard border between Northern and Southern Ireland. British negotiators have been locked in last-minute talks with their EU and Irish counterparts. Prime Minister Theresa May might agree over lunch in Brussels.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pro-indepence party Junts per Catalunya was seen winning 25-26 seats. That would give the pro-independence camp just 67 seats in the 135-seat regional parliament. The government s People s Party (PP) would win just 7 seats.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""David Davis says it is of huge value to all members of the trading bloc. British negotiators are locked in last-minute talks with their European Union and Irish counterparts.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Fighters from Yemen s armed Houthi movement blew up house the house of ex-President Ali Abdullah Saleh. His loyalists have lost ground on the sixth day of heavy urban combat with the Iran-aligned Houthis.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""European Council President Donald Tusk cancels trip to Israel and the Palestinian Territories. Tusk will chair an EU summit next week that London hopes will give the go-ahead to opening talks on post-Brexit trade relations.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russia threatened to take action against Alphabet Inc s (GOOGL.O) Google if articles from Russian news websites Sputnik and Russia Today were placed lower in search results. Alphabet Executive Chairman Eric Schmidt appeared to admit this.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland seeking a commitment to avoid a hard border in the withdrawal treaty. It is also looking for assurances on the protection of the Northern Ireland peace process.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lawmakers of Germany s Christian Social Union (CSU) have nominated state finance minister Markus Soeder as candidate for state premier in a regional election. Soeder is a fierce critic of Merkel s refugee policy.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Wang Yi says China has an open attitude on solutions to the North Korean nuclear issue. In late November, North Korea tested its most advanced intercontinental ballistic missile.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""An earthquake of magnitude 6.0 struck off the Kermadec Islands at a depth of 10 km. There was no tsunami warning.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" autonomist leader Gilles Simeoni won 45.36 percent of the votes. A second round will be held next Sunday. President Emmanuel Macron s ticket only came in fourth with 11.26 percent.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ahmed Shafik says he is still considering his presidential bid. Former Egyptian premier denies authorities had kidnapped him. He left the United Arab Emirates on Saturday for Cairo.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.N. Secretary-General Antonio Guterres urged warring parties in Yemen to stop all ground and air assaults. He called for a resumption of all commercial imports into the country. A Saudi-led coalition launched air strikes on Yemen s capital, Sanaa.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ahmed Shafik confirmed that his health was good and that he was not subjected to any investigations, his lawyer said. Family and lawyer said earlier they had lost contact with him after what they called his deportation from the United Arab Emirates.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A South Korean fishing boat capsized after it collided with a refueling vessel. The boat was carrying two sailors and 20 passengers when the collision occurred. Two people remain missing and a search and rescue operation is underway.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A truck carrying 69 people overturned on Saturday evening, police said. Police spokesman said several other people were injured in the accident.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The United Arab Emirates denied a report that Yemen s Houthi group had fired a missile toward a nuclear plant. It quoted the UAE s emergency and crisis management department as saying the UAE possessed a missile defense system that could deal with any such threats.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ahmed Shafik arrived in Cairo on Saturday, airport sources said. His family say he was deported from the United Arab Emirates (UAE) He said on Wednesday he would run for president in an election set for around April 2018.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Egyptian prime minister Ahmed Shafik has left the United Arab Emirates for Egypt. His family has remained behind, UAE news agency WAM reported.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Yemeni President Ali Abdullah Saleh calls on the Saudi-led coalition to pave the way for an end to nearly three years of war. Saleh's call came as his supporters fought allied Houthi forces in the capital Sana a.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The comments were carried by the Saudi-owned Al-Hadath news channel. Saleh said he was ready to turn a new page with the coalition if it stopped what he described as its aggression on Yemen.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Syrian state television: Israeli missiles struck a military position near Damascus. Syria s air defense system thwarted them, state television said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Preliminary autopsy indicates Bosnian Croat war crimes convict Slobodan Praljak died of cyanide poisoning. Prosecutors say a toxicological test found a concentration of potassium cyanide in his blood. This has resulted in a failure of the heart, which is indicated as the suspected cause of death.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Honduras has been stuck in political limbo since the election due to problems with the vote count. The vote count initially favored opposition candidate Salvador Nasralla, then swung in favor of President Juan Orlando Hernandez.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russian lawmakers who visited Pyongyang said North Korea was not prepared to disarm. While it did not want nuclear war it is morally ready for it, they said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The United States remains committed to the Libyan Political Agreement, the State Department says. Attempts to bypass the UN-facilitated political process or impose a military solution to the conflict would only destabilize Libya, it says.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Reza Zarrab is a key witness in the trial of a Turkish bank executive in the United States over violations of Iran sanctions. Turkish Prime Minister Binali Yildirim said on Friday he hoped gold trader would  turn back from his mistake in cooperating with U.S. prosecutors.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Muslim cattle herders suspected of killing four police officers in Nigeria. The four officers were killed defending a village in the Numan region from the herdsmen. Numan has recently become a flashpoint for clashes between herders and Christian farmers.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Irish Prime Minister Leo Varadkar says UK must produce credible, concrete solutions. UK must guarantee there will be no hard border in Ireland, he says. The next couple of days will be crucial, he adds.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Syrian government delegation earlier quit the talks in Geneva. It blamed the opposition s rejection of any role for President Bashar al-Assad in any interim government.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Four Syrian migrants arrested in the Netherlands, Dutch authorities say. Two men suspected of having fought for al Qaeda-linked group in Syria. A third Syrian man was arrested in possession of four kilograms of marijuana.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Six Russian long-range bombers hit Islamic State targets in Syria, RIA reports.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""At least 3 migrants, two of them women, died when their boat sank off Morocco. Four migrants from sub-Saharan countries were rescued and are being treated. Another 28 people who were on their boat are still missing, U.N. says.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Ambassador to Russia Jon Huntsman has been forced to cancel a planned trip to Russia s Far East next week. Senior regional officials could not find time to meet him, the embassy said. The United States has a consulate in Vladivostok.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The High Court had been due to sit for the hearing on Friday. Chombo is accused of corruption, including trying to defraud the central bank. His lawyer says Chombo will deny the allegations at his trial.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Syrian Observatory for Human Rights said the aircraft went down in government territory southwest of Damascus. Rebels are fighting Syrian government forces in the vicinity. Two Syrian army officers from the helicopter s crew died.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Norway and Germany agree to develop a common missile for their navies. The missile will be based on Kongsberg Gruppen s Naval Strike Missile (NSM)""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ukraine is due to go to the polls by 2019 at the latest. Delays in implementing reforms have delayed billions of dollars of aid from the IMF.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Kremlin says it fully understands why Russian lawmakers want to ban U.S. media. Lawmakers to discuss banning representatives of U.s. media organizations from State Duma. Kremlin says Russian media subjected to outrageous attacks in the United States.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland wants re-assurance from Britain there will be no regulatory divergence between it and Northern Ireland. Avoiding a so-called  hard border on the island of Ireland is the last major hurdle before talks can move to negotiations on Britain s future trade relationship with the EU.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Turkey's Vakifbank says it has never had any interest or involvement in processes mentioned in U.S. trial. Turkish-Iranian gold trader Reza Zarrab is accused of helping to launder money for Iran. Shares of VakIfBank were down 1.6 percent in early trade in Istanbul.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The fire broke out around 4 a.m. on the 38th floor of a serviced apartment building. Fire safety has come under scrutiny in China after a deadly blaze last month.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Honduran President Juan Orlando Hernandez extended the lead over his rival to just over one percentage point. With 90.4 percent of ballots counted after Sunday s election, Hernandez had secured 42.68 percent of the vote. His centrist opponent Salvador Nasralla on 41.6 percent.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Defense Secretary Jim Mattis says he still has confidence in diplomatic efforts on North Korea. He says the United States will be unrelenting in working through the United Nations.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. State Department urges Venezuela to immediately release Josh Holt. Holt has been detained without charges for nearly a year and a half. He is in deteriorating health, State Department says.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Roman Valeryevich Seleznev pleaded guilty in two criminal cases. He was sentenced for participating in a racketeering enterprise. The Justice Department also said he was ordered to pay more than $52 million in restitution.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Oil Minister Eulogio Del Pino says he was victim of unjustified attack. He says he would exercise his right to self-defense but did not elaborate on who ordered his arrest.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ziraat Bank denies allegations made by a Turkish-Iranian gold trader in a New York court. Reza Zarrab has pleaded guilty and agreed to cooperate with prosecutors. He is expected to testify in Manhattan federal court against Halkbank executive.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump spoke to South Korean President Moon Jae-In. The presidents reiterated their commitment to enhancing the alliance s deterrence and defense capabilities. Both leaders reaffirmed their strong commitment to compelling North Korea to return to the path of denuclearization.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Top U.N. human rights official condemns populists who spread hatred through tweets. Britain criticised U.S. President Donald Trump after he retweeted anti-Islam videos.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""German Chancellor Angela Merkel told Turkish President Tayyip Erdogan on Thursday that she would work to speed up the transfer of financial assistance. The two leaders also agreed in a phone call to accelerate an improvement in bilateral ties.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former oil bosses Eulogio Del Pino and Nelson Martinez detained in Venezuela. Arrests part of a sweeping graft probe that is ridding the OPEC member of many of its top executives.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""South Korean President Moon Jae-in says North Korea still needs to prove some technical details. Moon made the remarks during a phone call with U.S. President Donald Trump. Earlier, the United States warned North Korea s leadership it would be utterly destroyed if war broke out.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""British Prime Minister Theresa May says U.S. President Donald Trump was wrong to retweet a video from a far-right British group. Trump sparked outrage in Britain with a sharp rebuke of May on Twitter.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Turkish lender Aktif Bank says it has not violated any U.S. or international sanctions. Turkish gold trader Reza Zarrab, who is a witness, testified on Wednesday. He said he had initially handled Iranian transactions through the bank.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Secretary of State Rex Tillerson welcomed Chinese efforts toward North Korea. But he said Beijing could do more with its oil exports to pressure North Korean. We re really asking them to please restrain more of the oil, not cut it off completely.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pope Francis calls for decisive measures to resolve political crisis in Myanmar. But, just as in the first leg of his trip in Myanmar, he did not use the word Rohingya. Francis instead spoke of refugees from Rakhine State.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Theresa May underlined Britain s support for the nuclear deal concluded with Iran. President Trump has called the Iran deal the worst of its kind ever struck by a U.S. administration.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Britain s ambassador to the United States discussed a row over retweets sent by President Donald Trump. Trump has sparked outrage in Britain s political establishment with a sharp rebuke of Prime Minister Theresa May on Twitter.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Turkish state lender Halkbank denies allegations that it was involved in illegal transactions. Comments come after testimony in New York against its former deputy general manager. Iranian-Turkish gold trader Reza Zarrab told a U.S. federal court that he helped Iran use funds.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump says China's envoy to North Korea has had little impact. North Korea test fired its most advanced missile earlier this week.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Kremlin says main question now is finding a solution to the North Korea crisis. U.S. Ambassador to the United Nations Nikki Haley on Wednesday called for other countries to sever all ties with Pyongyang.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Kremlin says it is confident U.S. is trying to turn Russia's business elite against Putin. Reuters reported earlier on Thursday that the threat of new sanctions has spread anxiety among Russia's wealthiest people.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Turkish-Iranian gold trader Reza Zarrab described in a U.S. court how he ran a sprawling international money laundering scheme. The case has further strained ties between Ankara and Washington.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""British Prime Minister Theresa May is fully focused on tackling extremism, spokesman says. Spokesman responds to tweet by U.S. President Donald Trump telling her to focus on Radical Islamic Terrorism.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russian Security Council secretary Nikolai Patrushev said Moscow was already preparing to withdraw its military contingent from Syria. Chief of the Russian military general staff said last week Russia s military force in Syria would likely be significantly reduced.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" interior minister Amber Rudd said she hoped Britain s condemnation of U.S. President Donald Trump would have an impact. British Prime Minister Theresa May said on Wednesday that Trump was wrong to have retweeted posts from Britain First group.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Putin has so far kept silent on whether he plans to seek a fourth term in a presidential election due in March 2018. Prime Minister Dmitry Medvedev: \""We believe that he is a successful president who is leading our country\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russian Prime Minister Dmitry Medvedev says allegations that Russian athletes used doping are political manipulations. International Olympic Committee is re-testing all Russian athletes samples from the 2014 Sochi Olympics.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A passenger train derailed in the Spanish province of Seville on Wednesday. 21 people injured, one seriously, according to the Andalusia emergency services. Medium-distance train was traveling between Malaga and Seville.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pope Francis lands in Bangladesh after a diplomatically sensitive trip to neighboring Myanmar. He made no direct reference to the plight of Rohingya Muslims who have fled to Bangladesh in their hundreds of thousands.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lavrov says actions of U.S. President Donald Trump s team are similar to the policies of his predecessor Barack Obama. Lavrov says many actions of Donald Trump's team are inertial.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Salvador Nasralla says he rejected the vote count of the electoral tribunal. Earlier, both candidates vowed to respect the final result once every disputed vote had been scrutinized. NasRalla initially held a five point lead against Hernandez until the electoral count stopped on Monday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. has asked China to cut off oil supply to North Korea, Nikki Haley says. Haley: \""If war comes, make no mistake, the North Korean regime will be utterly destroyed\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump fires back at British Prime Minister Theresa May over her criticism of his retweeting of anti-Muslim videos. Trump: \""Don't focus on me, focus on the destructive Radical Islamic Terrorism\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russia's U.N. Ambassador Vassily Nebenzia called on North Korea to stop its missile and nuclear tests. He also called on the U.S. and South Korea not to hold military drills in December.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
