Statement,Label
"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.",True
Florida has the most errors and exonerations from death row.,True
There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,True
"He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.",True
Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,True
The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.,True
Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,True
"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.",True
"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.",True
Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,True
Illegal immigration and the crime rate are as low as theyve been in decades.,True
"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.",True
"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001.",True
McCain voted 19 times against a minimum-wage increase.,True
Sen. Arlen Specters party switch could end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.,True
Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,True
"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",True
"One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because theres just not a lot of work there.",True
"Were spending $12,000 bucks a kid a year in the school system.",True
Says Austin has the lowest property tax rate by far of the five major cities in Texas.,True
You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,True
"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.",True
Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,True
Iowas Republican caucus stopped mattering years ago. It in no way determines the party nominee.,True
"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.",True
Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants.,True
"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.",True
"[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.",True
Says his Act 10 reforms have saved the taxpayers some $3 billion.,True
"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",True
About 3 percent of Gov. Nathan Deals appointments have been African-American.,True
"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",True
"When I was born, defense spending was 60 percent of the budget. Its now 17 percent.",True
John McCain said...in December he was surprised there was a subprime mortgage problem.,True
"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",True
The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,True
Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,True
The Senate Republican education plan is an unfunded mandate for local school districts.,True
"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.",True
"John McCain has said the economy is ""not his strong suit.",True
Weve seen highway fatalities actually decrease in Colorado since marijuana use was legalized.,True
"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",True
Gov. Rick Scott is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.,True
Jason Carter actually opposed more funding for education in the Senate.,True
"Every day in the United States, we are losing 15 factories.",True
About 2 percent of Americans get paid the minimum wage.,True
"The Affordable Care Act is a major reason why weve seen 50,000 fewer preventable patient deaths in hospitals.",True
"Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.",True
"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.",True
This week the House of Representatives voted to remove the word lunatic from federal law.,True
"Sen. Joe Biden, the ranking member of the Foreign Relations Committee, recommended partitioning Iraq into three separate entities.",True
Seventy percent of Missourians support voter photo ID legislation.,True
Says middle-class New York State residents will have the lowest tax rate in 70 years.,True
My plan offers three times as much tax relief to the middle class as Senator McCain's.,True
"Under President Obama, domestic oil production is at an eight-year high.",True
Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,True
Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.,True
"Currently, there is no one from South Austin on the (Austin City) Council!",True
"The percent of students who enter high school and eventually earn a diploma or equivalent, or who remain in pursuit of a diploma or equivalent, is 90 percent.",True
There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.,True
Says theres no proven instance where hydraulic fracking has polluted groundwater.,True
Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.,True
"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.",True
"$100,000 in stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse.",True
"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",True
There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.,True
"Under Obama's tax plan, ""95 percent of you will get a tax cut.",True
It is simply a fact that insufficient funding for Amtrak has delayed the installation of a positive train control safety system. To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.,True
"Austin has over 1,000 city employees that make six-figure salaries.",True
Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,True
Florida is now the No. 1 state in the country for automobile accident fraud.,True
There was no surge in 501(c)(4) applications in 2010.,True
"Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed.",True
"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts.",True
We have a governor whos vetoed measures like increasing our minimum wage and restoring the earned income tax cut.,True
Says she voted for a statewide fracking ban.,True
John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,True
More people have been put on food stamps by Barack Obama than any president in American history.,True
Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer,True
"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.",True
Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee.,True
"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.",True
"Says that according to a report, the tech sector now drives more than one-quarter of Austins economy.",True
"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",True
"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.",True
"Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans.",True
Says Hillary Clinton has been given tens of millions of dollars by countries that treat women horribly ...and countries that kill gays.,True
"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.",True
"One in four Texans lacks health insurance, the highest proportion in the nation.",True
Under the Obama economy ... utility bills are higher.,True
This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.,True
People are five to seven times more likely to be murdered in workplaces that allow firearms than in those that prohibit it.,True
Says there have been well over 54 million abortions since 1973.,True
Says Portland has higher standards than feds on allowed police use of force.,True
Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.,True
Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao and these were folks who have done horrendous damage not only to their own countries but to other countries.,True
The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,True
Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,True
The last three days of early voting happen to be the most populated days of voting that we have in early voting.,True
"Repealing the sales tax on boats in Rhode Island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.",True
Says Newt Gingrich supports amnesty for illegal immigrants.,True
"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",True
Poll results from the past 35 years show that State of the Union speeches do not move presidential approval numbers.,True
Pinnacle Overlook in Southwest Virginia is closer to eight other state capitals than to Richmond.,True
Saturdays shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.,True
Says tax revenues are the lowest they have been since World War II.,True
"The cost to implement Florida's class size amendment so far has been ""$16 billion.",True
"Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest.",True
The health care bill has six years of costs against 10 years of tax revenue.,True
Obama put a 10 percent tax on tanning.,True
Says Sen. John McCain has taken more money from Wall Street than any other sitting senator.,True
"Just two weeks ago, Congressman Hurd quit his post on the House Committee on Small Business saying that he was unable to find the time to serve.",True
Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.,True
Says Adam Hasners record includes requesting over $92.2 million in earmarks.,True
No one beta-tested healthcare.gov.,True
"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group.",True
"Says for the first time in the history of the United States, the government cut taxes during wartime",True
Says he sued Obamas EPA seven times.,True
A working woman will earn $7.70 on $10.,True
"Georgia is now the eighth most populous state in the nation, moving from the number 10 position in just four years.",True
"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",True
"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.",True
If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,True
When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,True
"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.",True
Californias credit rating is the worst in the country.,True
"Just in the past 10 years, college tuition has increased 28 percent.",True
"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.",True
"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.",True
"Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times.",True
McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,True
"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",True
Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,True
"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",True
I have the No. 1 show on NBC.,True
That luxury jet was over the top. I put it on eBay.,True
Thirty-five states have accepted high-speed intercity rail money.,True
Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,True
There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,True
My support from young voters -- those 18 to 24 -- in November 2014 was largely unheard of for a Republican.,True
"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay.",True
"Even a 100 percent tax on millionaires would only fund four months of government operations, failing to seriously address budget deficits and debt.",True
Thousands of Westerners and Americans are fighting with extremists in eastern Syria and Iraq.,True
Says Hillary Clinton was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.,True
Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.,True
I will keep taxes low and cut them where I can. My opponent will raise them.,True
"The IRS filed an $11,000 lien against (Allen) West for back taxes. Three liens were placed on his home for unpaid bills, and a judge ordered West to pay over $5,000 for past due credit card bills.",True
Says he would have almost twice the actual experience practicing law Greg Abbott did on becoming attorney general of Texas.,True
Gubernatorial candidate Maggie Hassan supported 33 tax and fee increases as Senate Majority Leader.,True
"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.",True
A congressional laundry closed due to the partial government shutdown.,True
"Says Scott Walker cut taxes for the wealthiest and raised taxes on 140,000 Wisconsin families.",True
"If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, you get out of poverty.",True
"In one Colorado hospital, 50 percent of newborns tested had marijuana in their system.",True
"Republicans included the Akin amendment in the Republican Party platform, which bans abortion, even for rape victims.",True
Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.,True
"Because of a local version of Amendment 4, the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills.",True
"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do.",True
One out of four corporations doesnt pay a nickel in (federal income) taxes.,True
I had five of my citizens that were killed last week because of border security problems.,True
There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,True
Oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot.,True
"Scary fact about our national debt. In 1791 it was $75 million. Today, it rises by that amount in about an hour.",True
Says he earned the highest possible credit ratings as state treasurer.,True
The Capitol rotunda was actually made to invite the people in and to accommodate protests.,True
More preschoolers are shot dead each year than police officers are in the line of duty.,True
The health care reform law reduces the deficit by nearly $1.2 trillion over the next two decades.,True
Americans havent had a raise in 15 years.,True
"We had bipartisan legislation that got through the Senate that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.",True
The United States has one of the highest corporate tax rates in the world.,True
"Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.",True
The Arizona State Board of Educations failure to report teachers whose certifications have been revoked or suspended ... resulted in the death of a student.,True
Law enforcement in the state of Arizona supports the state's new immigration law.,True
"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.",True
About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.,True
House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.,True
"Israel in the last three weeks haskilled more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006.",True
Our graduation rate is the highest it's ever been.,True
"Says Patrick Murphy supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense.",True
"There are many studies that indicate that the longer people get unemployment insurance, it provides some disincentive to work.",True
"Under current law, if you go on a dating website and you say youre 32 and youre actually 42, youve committed a misdemeanor.",True
The proposed raises for the Norcross City Council would put it in line with other liked-sized communities.,True
"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.",True
"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.",True
"For the first time in history, my administration posts our White House visitors online.",True
Says Texas ranks last in the percentage of residents with high school diplomas.,True
Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,True
"In the fall of 2009, only 21 percent of Texas high school graduates enrolled in a four-year public university.",True
The overall fact about illegal immigration is that its not actually getting worse.,True
More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.,True
"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product.",True
"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.",True
The United States sends $300 billion -- half our trade deficit -- overseas for oil to unstable and unfriendly regimes.,True
Our population has grown from about 1 million in the 1970s to almost 7 million today.,True
Says its estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.,True
"Since President Obama took office, gas prices have gone up 67 percent.",True
Rick Scott tried to slash school funding by $3.3 billion.,True
The deficit was on track to top $1 trillion the year I took office.,True
We paid down the debt for four years -- paid down $600 billion on the national debt.,True
A vast majority of the production in the United States comes from small independent oil and gas companies.,True
"As part of legislative fights over abortion rights,Mike Coffman co-sponsored a bill to redefine rape.",True
"An Army report stated Allen West performed illegal acts, merited court martial, faced 11 years in prison.",True
"Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded.",True
"In this city, there hasnt been a stadium thats lasted more than 27 years.",True
"When he served as governor, Schwarzenegger preserved more land than any other gubernatorial administration in Californias history.",True
"More people are driving under the influence of drugs than are driving under the influence of alcohol. A recent roadside survey showed that 16 percent of the people tested, tested positive for illicit or licit drugs. Thats significantly higher than alcohol.",True
Rep. Peter Petrarca voted on two pieces of legislation that helped auto body shops ... and at that point I think there is a conflict of interest.,True
"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore.",True
Says Texas is last in mental health expenditures.,True
Says the Obama Administration has fulfilled all of Texas requests for fire management assisting grants.,True
Says federal debt doubled during the Bush administration.,True
Offshore wind power is significantly less expensive than solar energy.,True
"Says $800,000 cost of Texas special legislative session would pay for 1.6 million condoms, 90,000 months of the pill or 20 full-time sexual health educators.",True
"(Deborah) Ross defends those who want to burn the American flag, and even called efforts to ban flag-burning ridiculous, yet refused to help a disabled veteran fly the flag.",True
Texas agriculture is at 98 percent efficiency in water use and just about maxed out as to what we can do on the conservation end of it.,True
An estimated 56 million Americans don't have bank accounts.,True
Our president has labeled Americans as soft.,True
The NRA used to support expanded background checks.,True
Going to public financing really disadvantages Democrats because you're not able to raise funds between the day you win the primaries and the time you're officially nominated.,True
"[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties.",True
Social Security didnt cause the debt crisis. Social Security had nothing to do with the debt crisis.,True
Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.,True
Wrong precinct rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.,True
Says Donald Trump used undocumented labor to build the Trump Tower.,True
Sharron Angle would eliminate the Department of Education.,True
An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,True
The five economic indicators that the federal government tracks - for the first time since August 2006 - were positive this October.,True
Medicare has at least $80 billion worth of fraud a year. That's a full 20 percent of every dollar that's spent on Medicare goes to fraud.,True
Says(President) Reagans second inaugural was moved inside the Capitol. It was. Because of a terrible snowstorm.,True
"Says a poll shows that without a name attached, Democrats are just one point behind Gov. John Kasich.",True
There were more people at the Air and Space Museum than at a rally against the health care bills.,True
People for the Ethical Treatment of Animals estimates 200 animals will be spared annually as the result of former President Bill Clinton adopting a vegan diet.,True
"Says Bruce Starr voted to throw 6,000 Oregonians off unemployment.",True
We need to pass a carbon tax to stop climate change. Break up the Wall Street banks. And stop the government spying on innocent Americans. Cory Booker doesnt support any of these ideas.,True
"The governor is trying to take credit for recent actions taken by these companies. The problem is that for all three companies, the decision to move or stay in New Jersey happened before Chris Christie became governor.",True
My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,True
"Says more than 1 million Texans are jobless, the state has its highest unemployment rate in more than 20 years and joblessness doubled on Rick Perrys watch.",True
"He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that hes been in the United States Senate.",True
"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States.",True
"The geography of poverty has changed fundamentally in the last 15 years, with more of it concentrated in fragile and conflict states.",True
"Russia has tremendous numbers of nuclear warheads 1,800, by the way where they expanded, and we didnt.",True
"For every dollar we invest in Head Start, we get $5 to $7 back into our economy.",True
Says she is the subject of 60 books.,True
Seven out of the 10 states with the lowest unemployment rates (have) Republican governors That approach that Republicans are using is working.,True
"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure.",True
"Will Hurd tends to have a 96 percent straight Republican, straight party voting record.",True
Says Chris Christie vetoed Planned Parenthood funding five times over the course of his governorship.,True
Greece is not a big economy. Its about the size of metropolitan Miami.,True
Ive cut the budget of the (lieutenant governors) office by more than half.,True
Forty cents of every dollar being spent by the federal government is being borrowed from my children.,True
Cigarette butts poison babies and small children because of the nicotine in them.,True
"Since I took office, over 319,000 new private sector jobs have been created in Georgia with nearly 93,000 of those coming in the past 12 months.",True
And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...,True
"Today in Selma, Ala., the poverty rate is roughly nine times that of whites.",True
"First, he said he would leave residual forces in Iraq, and now he says he wouldn't.",True
Says last year the graduation rate for our combined six-district footprint jumped 5.5 percent.,True
"President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'",True
"When he (Donald Trump) asked Florida to have casino gambling, we said no.",True
Milwaukee police use deadly force at a rate that is among the lowest in the country.,True
"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.",True
Says Barbara Buono voted to raise her own pay 40 percent.,True
Ill be running against a career politician.,True
Says Multnomah County libraries are open 44 hours per week the lowest of any library in the four-county region.,True
Says Mike Huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports.,True
California has added twice as many jobs as Florida over the past year.,True
"In the past two years in Congress, Ive written more bills, passed more amendments on the floor of the House and enacted more of my bills into law than any other member of the House.",True
"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.",True
Irans defense budget is $30 billion. Our defense budget is closer to $600 billion.,True
Brookhaven homeowners pay hundreds of dollars less in property taxes compared with owners of the same-value homes in unincorporated DeKalb County.,True
The mosquito population in South Florida is larger than it is in many other communities in the country.,True
Says health insurance premiums will rise under Obamacare.,True
"Says Erv Nelson voted yes on the pro-amnesty SJR 21, a bill urgingCongress to provide citizenship for those residing illegally in our country.",True
Virginia is the number one state per capita in screening out people with mental illness from gun purchases.,True
Missouri is the state with the lowest paid workers.,True
"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates.",True
Says Rick Scotts proposal for election reform only mandates 48 hours of early voting.,True
On whether the state should ramp up borrowing to build roads.,True
People think AIDS is done --its not done.,True
Electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,True
"South Carolina has a labor shortage, specifically in the meatpacking industry.",True
"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.",True
"On day one, six people were able to sign up for health insurance through the federal marketplace.",True
Lets start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.,True
"Says in our region, 2011 was worst drought year ever recorded.",True
Florida has issued more than 3 million conceal carry permits in the past 30 years. Only 168 have been revoked.,True
Says Chris Koster opposes right-to-work efforts because he has taken $8 million from union bosses.,True
Says Bush Jr. handed Obama a $1.4 trillion deficit and Obama reduced Bush Jr.s deficit to just $492 billion.,True
Says President Barack Obama made unilateral changes to Obamacare 38 times.,True
Obamacare could force thousands of volunteer fire stations to cut service or close entirely!,True
"If we got solar energy from an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.",True
Says Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasnt popular.,True
David Dewhurst is the first lieutenant governor in history to have a personal security detail.,True
Says Indiana Gov. Mike Pence advocated diverting taxpayer dollars to so-called conversion therapy.,True
"Says Ted Cruz has pledged to eliminate the U.S. Department of Education, which would end federal aid to college students.",True
We are in the bottom 10 in dollars in the classroom and the top 10 in dollars in the bureaucracy and red tape.,True
Kathryn Starkey only attended half of those meetings.,True
Teddy Roosevelt first called for (health care) reform nearly a century ago.,True
"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida.",True
"Says state budget deal between Texas House and Senate leaders funds nursing homes, our public schools and universities and provides financial aid for college students.",True
"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.",True
"Says Time magazine called him ""one of America's best governors.",True
On supporting the Supreme Court abortion decision Roe v. Wade,True
Says Rick Perry co-chaired Al Gores campaign for president.,True
"There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.",True
Says Democratic Senate candidate Bruce Braley voted to cut $700 billion from Medicare to support Obamacare.,True
Preventive care coverage under the Affordable Care Act has already helped Granite Staters save money and live healthier lives.,True
"For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.",True
"In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.",True
She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,True
"While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.",True
Ive never voted for a Democrat when there was a Republican on the ballot.,True
"Says U.S. Senate rival Tommy Thompson wants to give a new $265,000 tax cut to millionaires like himself while raising taxes on the middle class.",True
"At the 50 Milwaukee schools serving at least 80% African-American and at least 80% low income students, the reading proficiency is 8%.",True
Says Obama replaced the American flag on the tail of his plane with his campaign logo.,True
Atlanta Mayor Kasim Reed held not one conversation with the public about the new Falcons stadium project,True
"In a budget deal struck in 2011 a trillion dollars of cuts went into effect immediately, and then a special committee was set up ... to get agreement on another $3 trillion of cuts.",True
"Whether in Illinois or Washington, Barack Obama has bridged partisanship to bring about significant reform.",True
New Jersey has the largest transit system in the entire country.,True
"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever.",True
By registration fewer than 20 percent of Florida voters are Independents.,True
Says Ron Johnson voted to turn Medicare into a voucher program.,True
Says Bernie Sanders advocated putting Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.,True
Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.,True
"Today, we import triple the amount of oil than we had on the day Senator McCain took office.",True
"Shutdowns are a normal part of the constitutional process, with 12 shutdowns under Democratic House Speaker Tip ONeill and two during his own speakership.",True
"Since 2007, Texas has gained 440,000 people while Maryland has lost 20,000.",True
Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.,True
"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.",True
Says four-year terms for City Council members are the norm in most cities of our size.,True
"Tommy Thompson is the father of welfare reform, creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms.",True
We now sell more products made in America to the rest of the world than ever before.,True
"Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbersand always at a larger margin than Secretary Clinton is.",True
The costs of cancer and all affiliated issues are over $20 billion a year to this state.,True
"Says Obamas net neutrality proposalputs the government in charge of determining Internet pricing, terms of service and what types of products and services can be delivered.",True
President Barack Obama reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.,True
"Earmarked dollars have doubled just since 2000, and more than tripled in the last 10 years.",True
"Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession.",True
"Lois Frankel spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.",True
Half of Oregon university students are on Pell Grants.,True
Invested $90 million in traffic fixes without raising taxes.,True
"Countries bombed: Obama 7, Bush 4",True
Says Texas passed a state Dream Act before any other state.,True
"Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks. I mean, please. Come on.",True
Says 80 journalists have been killed in Mexico in the last decade.,True
Texas ranks 49th in per-pupil funding among the states.,True
The Washington Times ... pointed out that we had succeeded where previous administrations had failed on spending cuts.,True
"In Flint, Mich., the pipes still havent been replaced. The water is still poisoned.",True
"Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore.",True
Donald Trumps decision to skip the Fox News/Google debate in Des Moines is near unprecedented.,True
We've won twice as many states. We've won a greater share of the popular vote.,True
