"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The coronavirus is an amplified bacteria related to 5g.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A monkey is been infected with the coronavirus in this photo.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Fennel tea can cure the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Cigarette smoke spreads the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Prince Charles recovery from COVID-19 is suspicious; it is proof that a vaccine already exists.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The video shows Italians praying to get rid of the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" If you forward a WhatsApp message to 13 people, Rs.400 will be credited as balance under smart city scheme.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A viral video showcasing an emergency treatment of a COVID-19 patient in Maharashtra, an Indian State. The video is shared in the names of different cities of Maharashtra.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Charles Lieber, Harvard university professor, has been arrested for creating and selling the new coronavirus to China.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The superintendency of insurance approved a 30% discount on car insurances in Argentina.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A WhatsApp chain claims that drinking coffee helps fight the coronavirus because it contains the compounds Methylxanthine, Theobromine and Theophylline.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Bleach and chlorine can be used to prevent the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Military men run on a beach in Rio de Janeiro, disrespecting governor Wilson Witzels isolation measures.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Tokyo Olympic Games 2020 will be canceled because of coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Police has free entry in houses and buildings in Malaga to identify possible coronavirus infections.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A video showing two men claiming that they were forced to change their mothers death certificate from heart failure to COVID-19 in Guarulhos, state of So Paulo, Brazil. Posts claim fraud in statistics""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A video showing people in hospital beds on a street has been viewed thousands of times on Facebook alongside a claim it shows coronavirus patients who were moved outside a hospital in Pakistan because of an overflow of patients.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" In December 2019, Italian politician Beppe Grillo wore a protective mask in public. Some people said that he did that because the Chinese Embassy had warned him about coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Video shows a doctor claiming that If you can hold your breath for 10 sec without discomfort, you dont have coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Maharashtra Legislative Assembly member Jitendra Awhad tested positive with coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Gargling with bleach can cure coronavirus caused by eating Chinese food.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A letter from Kenyas Ministry of Interior planning for food distribution and stating that the country would go into a three-week lockdown.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The vaccine against COVID-19 is finally ready.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A video has been viewed thousands of times in multiple posts on Facebook, Twitter and YouTube which claim it shows Chinese police arresting people infected with the novel coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A video shows that the United States armed forces have entered New York City as the precaution against riots, which once happened during the blackout in 1977.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Migrant workers travelling in special shramik trains are wasting food.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" List of recommendations from US virologist Robert Ray Redfield that has spread on social media.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" ICMR study claims COVID-19 cases to peak in mid November causing paucity of ICUs and Ventilators.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Image of swollen feet of starving children who walked miles for food in Uttar Pradesh amid COVID-19 Lockdown.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today, Thom Tillis agreed.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A blog site reported the demise of a trial volunteer of a potential COVID-19 treatment.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Stones were hurled at police in Gomtipur, Ahmedabad (India), when they went to search for suspects who attended the Nizamuddin Markaz event in Delhi.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Did Country Singer Joe Diffie Die from Lung Cancer?\nThe country music star passed away on March 29, 2020. \n\n\n\n\n\t\t\t\t\t\t\tFalse""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Children dont seem to be getting this virus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The movie Venom predicted the epidemic.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" In new interview to Fox, President Trump suggests India could have early access to COVID-19 vaccines being developed in US since PM Modi accepted request on HCQ.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A WhatsApp audio claims that the Infanta Sofa Hospital in Madrid has 15 children in serious condition due to COVID-19, and that there are three other children in the Talavera de la Reina Hospital.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Ecuadorian doctor develops a vaccine for COVID-19.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Leave objects in the sun to avoid contracting the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" People defying stay-at-home order fill Arizona beaches.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Image of poor Hindus stranded due to the lockdown in India.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A graphic attributed to the state-run Philippine News Agency (PNA) that features a purported quote from Philippine President Rodrigo Duterte has been shared in multiple posts on Facebook. The graphic claims that Duterte said the government has completed distributing cash assistance to those affected by the novel coronavirus pandemic.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Screenshot showing that Rodrguez Larreta, head of government of the City of Buenos Aires, published a tweet against the Hospital de Clnicas.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Thrombosis and not pneumonia is a leading cause of COVID-19 deaths and the disease has so far been wrongly diagnosed.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Supposed quote from the Argentinian president alerting that government aid was going to be removed from those who violated the quarantine.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" An image shows groups of Muslims gather to pray on various rooftops, thus failing to comply with the social distancing ordered by the Spanish Government to prevent the spread of the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" COVID-19 came to the United States in 2019.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of VIPs who test positive for COVID-19, the disease caused by the novel coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Argentine President Alberto Fernndez said the WHO recommends hot drinks because heat kills the virus""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A photo shows coronavirus victims lying on the ground.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Video shows bodies on the streets saying that this is the current situation in Italy.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Hand sanitizer can burst into flames if you leave it in your car.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Fisiol, mucosolvan and fluimucil are reccommended for COVID-19 treatment.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" if your child gets this virus, theyre going to the hospital alone in a van with people they dont know, to be with people they dont know. You will be at home without them in their time of need.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" As coronavirus outbreak surges, PM Narendra Modi has decided to facilitate fellow countrymen with free masks under the Swacch Bharat scheme.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Photo: Thousands of birds fall dead amid the COVID-19 pandemic.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" COVID-19 linked to 5G technology.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Fewer than 100 people have died from COVID-19 in Ireland.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Video shows Muslim prayers in the White House, in Washington DC, due to the outbreak.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A news clipping attributed to Hindi daily Dainik Jagran stating that coronavirus was found in poultry in Bihar, India.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A Royal Decree-Law approved and published in the Official State Gazette (BOE) would allow people who regularly do sports to run during the state of alarm.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The government mistakenly paid 3,000 euros to Roma families who then spent it in the Mercadona shop in Spain.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" People from Riberalta, Bolivia were punished for demanding food.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A Facebook page of the Philippines social welfare department posted a tentative schedule of the second wave of aid distribution for low-income families affected by the community quarantine during the COVID-19 pandemic.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Will Your Coronavirus Stimulus Check Count Against Your 2020 Tax Refund?\nWhile the stimulus payment is technically a tax credit, its categorization as such was made only so the government could disburse payments using the IRS existing infrastructure. \n\n\n\n\n\t\t\t\t\t\t\tFalse""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A boy is called COVID-19 in Monterrey, Mexico.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Trucks are carrying dead bodies of patients who passed away due to coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Italians threw away their currency on the streets due to COVID-19 deaths.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Bhutan has zero COVID-19 cases thanks to its vegetarian diet.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The Egyptian Minister of Health announced a cure for coronavirus that is extracted from dates.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Iranian girl Anahita Hashem Zadeh dies of COVID-19.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" New WHO guidelines recommend encouraging children under four to masturbate.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" An article states that Moderna found a vaccine for COVID-19, and it will produce a billion doses by December.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Images and texts that assure that the vice-president of the Spanish government, Pablo Iglesias, assumed the responsibilities of the nursing homes after the declaration of the state of alarm for the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A viral video shows food aid provided by the national government, but that aid is financed with the budget of private companies and civilians.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Indian Union State Minister for External Affair, V. Muraleedharan says, if the expatriates return, they will threaten the lives of resident Indians.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Philippines Vice President Leni Robredo is shown in a quote card to be advising the public to suck in their cough to prevent spreading the novel coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Donating plasma or blood is free testing for the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The Italian government is prohibiting Christian masses while it allows prayers in Islamic Mosques.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Videos show pigs being buried in China due to the coronavirus outbreak.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" American scientist Judy Mykowitz exposes facts about the US administration regarding coronavirus and accuses the US military of fabricating it in conjunction with the Wuhan Chinese laboratory.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" All the soldiers in South Korea cannot go on leave because of the novel coronavirus(2019-nCoV) outbreak.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Six thousand people deliberately convert to Christianity in Venezuela after a terrible struggle with the corunavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Coronavirus killed 10,000 people in Wuhan.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Madagascar does not have any cases of the coronavirus""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" The COVID-19 pandemic was caused by the 5G network. All influenza pandemics are caused by the electrification of the earth.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Ministry of Health ITALY released a small video, HOW the virus spreads!!! BEST VIDEO. Please see ..how innocently it spread. SOAP is the remedy CLEAN/ WASH ur Hands always""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Photo shows packed beach of re-opened Jacksonville Beach on CNN.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Muslims in Malegaon, India, violated lockdown to read Namaz on a bridge.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Image of Kerala CM Pinarayi Vijayan following PM Modis appeal to light lamp on 5th April 2020.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Donald Trump published on his Twitter account that Brazilian president Javier Bolsonaro is a great guy, but that his COVID-19 policies are leading to a genocide.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Spanish hospitals are injecting MMS to COVID-19 patients to cure them.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" This video shows a seafood market in Wuhan, China.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" An audio broadcast on Whatsapp indicates that garlic helps to overcome diseases such as the coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Multiple posts shared thousands of times on Facebook, Twitter and YouTube claim that salt is an effective remedy against the novel coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Argentinian Health Minister said there is no possibility the coronavirus exists in Argentina.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" A photo has been shared in multiple posts on Facebook and Twitter alongside a claim it shows labourers stranded in the western Indian state of Gujarat during a nationwide COVID-19 lockdown.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" This picture shows trucks carrying dead bodies of COVID-19 victims and the accompanying post implies it is in Italy.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Cow urine is helpful to fight coronavirus.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
