"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jill Stein is no stranger to breaking the law. A North Dakota Judge is charging her with criminal trespass and mischief during protest against a pipeline project.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jerry L Washington asked the obvious question:  Where s the Black Panthers and Black Lives Matter Organizations at now??? I haven't seen not 1, he said.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bill Bennett has been the voice of reason for conservatives so it was incredibly important when he finally spoke out against the #NeverTrump crowd. Bennett is like the quiet uncle who doesn't say much but when he does everyone listens.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A new Donald Trump commercial hits Hillary Clinton on her immigration policy. Can you guess whose voice it is? The actor narrating Trump s ad has a very recognizable voice.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama said he would NOT take vacations if elected. Obama said he was giving himself to the presidency.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Homeland Security Secretary Jeh Johnson visited Louisiana yesterday to reassure local officials and citizens in the state that President Obama cared about the victims of the devastating floods. When asked by reporters during a press conference if President Barack Obama would take time from his vacation to visit the state, Johnson was unable to commit.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump made the effort to visit the flood victims in Louisiana while Obama golfed and Hillary slept. Who s looking presidential now?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""They obviously haven't picked up a history book. Scary!  It sounds pretty good to me\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It s obvious Tim Kaine is covering for Hillary s lack of trustworthiness. Nice try but it s obvious Hillary s not trustworthy.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Biden shouldn t have expected anything less from a majority Christian nation overrun by mostly Muslim refugees. Hillary can t even find this many supporters to attend her rallies in the US!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Aetna is the latest to essentially withdraw from all but four of the state exchanges for which it had been providing health insurance under Obamacare. Zeke Emanuel is supposedly the architect of Obamacare but he s just one big jackwagon.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump gave a rousing speech in Wisconsin last night that should be considered a turning point in his campaign. He delivered a speech about law and order but mostly about Americans coming together to do better.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Crooked lying Hillary is back with a new book, \""Crooked Hillary: A Memoir,\"" out now. The book, published by Simon & Schuster, is based on the book \""Hillary Clinton: The Making of a Memoir\"" It's out now, and it's a bestseller.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Osama Bin Laden s bodyguard and 14 other terrorists were released to the UAE today more insanity from Obama!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Milwaukee riots provided an opportunity for thugs to ransack and destroy small businesses in their own community. Unreal!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Joe Biden points out that the president has the nuclear codes. Biden then claims that Trump couldn't handle them.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Andrea Mitchell is a political hack who s  working the Welcome rope-line as a Greeter. Please help stop the mindless followers of Crooked Hillary.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sheriff David Clarke is one of the only black leaders in America who is willing to say why we are seeing a race war and war against cops in America today. The idea that he s a Democrat is enough to make liberal heads explode!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton slips when stepping behind Biden during a rally today. Joe biden then pulls the old trick out of his bag:  We can t trust Trump with the nuclear codes.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Diamond and Silk remind Crooked Hillary that just because Obama s cronies are protecting her from being indicted doesn't mean the American voters are going to give her a pass. And we will render our verdict in November. Are you on the Trump Train?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Afshin Rattans goes underground inside the Ecuadorian Embassy in London with Julian Assange. He talks to the founder of Wikileaks about how his recent DNC leaks have no connection to Russia. Plus what are Hillary Clinton s connections to ISIS and Russia.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We all know the mainstream media is guilty of supporter the Democrat candidate for President in almost every election for decades. The question is:  Are we going to allow them to define the narrative and cover for a criminal while destroying the reputation of Trump? After all, silence is consent.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tyra for Trump takes to Twitter to blast the biased media.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CJ Pierson is such a great kid! he s sending message to all the Never Trump crowd to think of their children and grandchildren in the coming election VOTE TRUMP!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""At about the 7:30 mark you  ll hear The Black Eyed Peas song playing to get Bill clinton off of the stage. Could someone explain what has happened to his voice?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sheryl Attkisson is a fantastic journalist who s always been one to stand up for the truth. She describes an event where a DC Bureau Chief told his fellow journalists to take down Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Death Tax is the hard earned money you have to pass on to the government when you die. Hillary goes full on socialist describing what she would do with Trump s money when he dies. It s really disgusting!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A Trump supporter did what we ve all wanted to do to the press he waved his middle finger at the CNN reporter and called him a traitor. The media bias in this election is over the top! CNN has certainly lived up to the name Clinton News Network !""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Col Oliver North lists the 5 irrefutable facts that confirm that Obama s policies led to the rise of ISIS.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""12,000 e-mails between the State Department and The Clinton Foundation. The smoking gun for anyone who cares about corruption and lawlessness in politics is the outright MONEY LAUNDERING.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump was speaking at a National Association of Home Builders. He made these remarks about Hillary s health.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A feminist supporter of Hillary Clinton was on CNN to give her commentary on the Orlando terrorist s father being in the crowd at a Clinton rally. She goes ballistic when called out by a Trump spokesperson.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton has a history with Muslims that is NOT good. Paul Joseph Watson does a masterful job of laying out Hillary Clinton s history.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Liberal pundits are doing everything they can to bury Trump. It s gotten so out of hand! Dan Bongino goes at it with Don Lemon Awesome!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Crowds have gathered to watch the man climbing Trump Tower, CNN reports. He has papers with Trump s name on them so we ll keep you updated.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The media conveniently forgot about the time Hillary hinted she was going to stay in the race despite the effect it may have on Obama s chance of defeating McCain. After all, Bobby Kennedy was assassinated in June right before the election.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rudy is the best! He stays on message and was there when the Trump speech and comment happened.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A video from a Chicago concert may show Malia Obama smoking a joint. She was also seen pulling her dress up and twerking at the same concert.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Betsy McCaughey was one of the most outspoken and honest people warning us about Obamacare. She actually read the entire bill and then picked it apart. She s smart and very straightforward. Now, she s warning about what a Hillary administration would do to our economy.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary was asked about a terrorist s dad being a VIP guest at her rally. She ignored the questions typical!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Republican candidate called his cell phone around 4 p.m., saying:  This is Donald Trump. I saw what happened all over the news. It s horrible what happened to you. I hope you and your family are safe.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""50 Republicans signed a letter saying they would not support Donald Trump in the presidential election. Donald Trump responded with a brilliant reply.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CSPAN calls in a caller who s like this guy: \""This is priceless!\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Land Commissioner George P. Bush has not endorsed Donald Trump. Bush said it was time to put aside any lingering animosity from the primaries.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The left went nuts immediately after donald Trump s speech at the Detroit Economic Club today. What they didn't plan on was a GREAT speech with lots of detail that s included on Trump s website. Stephen Moore and Larry Kudlow are just two of the many bright minds who worked on the economic plan.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""I think it s safe to say the debates are gonna be fun,\"" she said. \""And this woman is going to try and keep up with Trump?\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The failed policies of past administrations sent jobs overseas and made it very difficult for manufacturers to produce in America. Hillary bashes Trump while wearing pantsuits produced all over the world.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Hillary Campaign sent in numerous hecklers and protesters today to disrupt Donald Trump s economic speech in Detroit. After about the 10th protester Donald Trump mocked the Hillary hecklers.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump will unveil a new policy agenda for revitalizing the American economy in a speech Monday at the Detroit Economic Club. The plan will include major changes to U.S. energy policy.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN s Carol Costello couldn't get the right answer out of the pro-Trump and anti-Clinton folks this must have driven her crazy!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Twitter abuzz over photos of Hillary Clinton struggling to get up the stairs. Hillary has a history of trip and fall.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary s emails exposed him:  Shahram Amiri. Iranian nuclear scientist fed info to U.S .""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sebastian Gorka tells us Obama is doing NOTHING to stop the instability in the Middle East and is just spinning information to protect his political legacy. The White House simply wants to spin Gorka is the best at giving us the truth.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Can you blame her for losing her cool with Crooked Lying Hillary? Share this with all of your  undecided friends!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Fox News Senior Judicial Analyst Andrew Napolitano discusses whether it s unlawful for the U.S. to pay Iran $400 million as ransom.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton and Donald Trump have very different views on just about everything. We asked Team Hillary if they agreed with some stuff Hillary has said. The quotes we asked about were not from Hillary, they were actually quotes from Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sheriff Clarke better beef up his security detail after Obama and his Democrat friends sees this truth bomb!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Bill Clinton signed the NAFTA agreement and Hillary defended the outsourcing of American jobs. Is it any wonder Indian gave her a standing ovation?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump campaign social media director Dan Scavino, Jr. made the statement on Twitter in response to CBS News reporter Mark Knoller s tweet about Obama s vacation plans. If the Trump campaign arranges a rally while Obama is vacationing, there will be an awful lot of people making road trips to Massachusetts.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Clinton Stumbles Way Through Answering Most Meaningful Conversation She Had With an African American.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton and Barack Obama regularly call for more Second Amendment restrictions. Dana Loesch gives us the lowdown on what would happen to our Second Amendment with a Hillary presidency.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Charles Woods is the father of U.S. Navy SEAL Tyrone Woods, who was killed during the Benghazi attack. CNN Newsroom host Carol Costello repeatedly badgered him about Donald Trump s feud with Khizr Khan, and whether Trump should apologize.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN's John Defterios calls the Obama State Department \""unreal\"" and \""unfunny\"" Defterius: \""How unfunny!\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama and Hillary Clinton lied to the families of the four dead American heroes. They both always put politics before the best interests of America. It s such a scary prospect to think Hillary might be elected. She would be simply a third term for Obama.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton has struggled to draw crowds since she announced she was running for president. Donald Trump's crowds have been enormous. The video below shows Trump giving Hillary a little preview of what its like to have thousands of people who actually want to hear you speak.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Secret Service agents surround @HillaryClinton after protesters disrupt her rally. Hillary freaks out and goes into phony mode with her  politician speak. This woman is nuts!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lou Dobbs gets it and knows how important this election is.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Loretta Lynch is opening for Deray McKesson of Black Lives Matter tomorrow in Detroit. Is this an endorsement of the radical domestic terrorist organization that calls for looting and violence in the name of social justice?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Megyn Kelly pressed Dr. Ben Carson to explain why the Khan family should apologize to Donald Trump, instead of the other way around. Carson said that society has gotten itself into a  tug of war where people try to demonize each other.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Retired Lt. Col. Louis Dorfman said that he gave Trump his medal because he wants the Republican nominee to remember all the people who have fought and died for our country. Dorfman added that Trump wasn't trying to be offensive with his comment.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary lies and manipulates low-information voters into believing she is innocent of any wrongdoing even when it is crystal clear she is guilty. This video is one of the best examples of how Hillary lies.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Systematic Theology is a theology of the Catholic Church. It is based on the doctrine of the Trinity.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Diamond and Silk did a video warning everyone about Bikers for Hillary. Then the video cuts to John Kerry on a girl s bike. And then there s Obama who rides like a girl too.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""YouTuber Joey Salads makes brilliant undercover video to illustrate the idiocy of the narrative put forth by the Left that Hillary has been under FBI investigation.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Charles Woods, father of Benghazi hero Ty Woods, spoke out about how Hillary Clinton lied to him at the funeral of his son and is STILL lying. Mr. Woods revealed that Hillary has STILL never said she s sorry for the loss of his boy.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""You can run but you can't hide. You can run and hide but not hide.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The key thing in all this is that it reveals Hillary to be totally incompetent as Secretary of State. It would also be nice if she was prosecuted for perjury I m not holding my breath.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary's VP pick has ties with radical Islamists but the takeaway from the Dem convention is that he s pretty much a boring guy in English and Spanish!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Whether you like him or not, Donald Trump is hitting all the core issues. Asking all of the right questions starting all the right conversations. A man who is willing to take on political correctness that is DESTROYING this nation.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""At a campaign event in Iowa Tuesday, Mrs. Clinton told the crowd the next president may have to appoint up to three Supreme Court justices.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Dr. Dorothy Woods, the widow of Benghazi hero Ty Woods, has just made a fantastic ad in support of Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Cassandra Fairbanks is a writer for Sputnik News. She has been attacked for switching her allegiance to Trump. Her points about why she s supporting Donald Trump are based on common sense and facts.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump was making the rounds at a Colorado Springs campaign event. He took not one but two babies and held them priceless.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bill Clinton fell asleep during Hillary s speech! It was a classic moment what the heck is up with Bill Clinton? Is he that sleep deprived?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bill Clinton looks like he s asleep during Hillary s big moment. Watch her VP pick try and cover for Bill too funny!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
