"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Young illegal  dreamers and their parents flip off Trump supporters while yelling expletives you would expect to hear in a prison. Wearing sombreros and ironically holding signs reading  No hate,  screamed  F*ck you!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A recent AFL-CIO poll found that Trump has more support than Hillary and Bernie Sanders combined. Democrats are worried as more and more union members are supporting Donald Trump for president.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The usual moochers came along: tax evader Charlie Rangel, Commie Dick Durbin, womanizer Mark Sanford, racist Sheila Jackson Lee and the other Democrats. According to the White House Press, this is the biggest delegation to travel with Obama EVER. The tab for this trip will be HUGE!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jeff Sessions has been a hero in his continued effort to expose the cost to Americans when cheap foreign labor is brought in to take over American jobs.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Judge Jeanine rips into the Republican Establishment! Yes!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. senator from Vermont said Arpaio s arrests of undocumented immigrants, often separating families, were  outrageous and unconscionable. It s easy for bullies like Sheriff Arpaio to pick on people who have no power, Sanders said.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sheriff David Clarke hammered home the truth on who the protesters are at the Trump rallies.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This cartoon is one of our all-time favorites. You gotta love the note from Bill on the pillow, and the Bernie Sanders voodoo doll on her nightstand.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bernie Sanders must have had a bad day! Maybe he realized he s in Sheriff Joe s territory now.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama made it like a circus. No ,it s not a reality show but Obama s made itlike a circus! This super cuts video is awesome!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This video should be viewed by every middle school, high school and college student. Every adult American who truly understands how evil socialism is, yet would still support it in the United States Of America should hang their selfish heads in shame.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A young patriot made this video to show the hypocrisy of Obama and the media who protects him. He correctly points out the double standard in the media and in America.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rebel Pundit reporters infiltrate a Donald Trump protest only to find it has NOTHING to do with Trump but is a MUCH BIGGER leftist anarchist plan.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York City for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Veteran exposes Trump hating protester in Kansas City when he asks her to explain why Trump is a racist.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Everything you ever wanted to know about Hillary and Bill and their criminal past is in this video. Many of the answers can be found in the video below. This is the full length movie. Part I can be seen below.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Among 412 Rubio supporters polled, 47 percent support Cruz as a second choice. Only 13 percent of Rubio backers said they d support front-runner Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""I underestimated Donald Trump.  The reason I m sitting here in this chair tonight and not on the stage, is because, like everyone else, I underestimated Trump,\"" he said.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Just wait until Trump starts getting serious about taking Hillary down. You haven t see anything yet. This is just a warm-up folks Is this what we want for a President?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""How dare Obama the worst president and most divisive ever say the supporters of Trump are using violent campaign rhetoric.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The remark was made in defense of the NATO invasion in 2011. The families of the four dead Americans you left behind beg to differ.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Textbook Alinsky. Obama s domestic terrorist friend, bomber and college professor, Bill Ayers appears to be the spokesperson, while other angry paid protesters join in. Our personal favorite is the angry white woman admonishing the reporter for being white.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jesse Watters is pretty awesome! He s great at making people think but being funny at the same time.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary and Bernie are pandering to the Hispanic population and other Americans who are just fine with accepting illegal aliens into America. The truth is that illegals cost American taxpayers BILLIONS in tax dollars every year. We foot the bill for these people!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Black Lives Matter is our campaign :  Black Lives Matter.  Black lives matter. Black lives Matter.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The story is a perfect example of how Muslim migrants do NOT assimilate in their host countries. Chechens are the biggest troublemakers, second only to the Somalis in areas that host Somali communities.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Cleveland Browns' LeBron James meets billionaire Donald Trump for the first time. The two discuss what they can do to make the U.S. great again.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump noticed a man wearing what appears to be a homemade t-shirt that said  Legal Immigrant for Trump. He spontaneously called one of his supporters up to the stage.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Judge Jeanine's Opening Statement is epic. I think you can see steam coming out of her ears!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There exists a strain of New Yorker who gasp! actually admires the man. New York City that great melting pot of diversity has an equally diverse set of opinions.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump congratulate USSS (United States Secret Service) on Twitter: excellent job stopping the maniac running to the stage. Trump then said  He has ties to ISIS. He should be in jail! See tweet here:""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This man deserves a medal for his courage, his honesty and his ability to articulate how many black Americans really feel, but are afraid verbalize when confronted by angry black domestic terrorists. You will LOVE this guy!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A protester tried to attack Trump today at a rally in Dayton, OH but was subdued by the Secret Service. The crowd went nuts!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lefty losers    Lefty losers are the real losers.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""About 5,000-7,000 Trump supporters had filled the pavilion on the UIC campus with many more in line when all heck broke loose. The left is upset because they can t control the movement that is Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There are two different Donald Trump s. Here s why the politically incorrect Dr. Ben Carson is throwing his support behind Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Justice Department is drawing up an indictment that lays blame for the 2013 cyber-attack against a dam in Westchester squarely on hackers working for the Iranian government. The FBI has been investigating since the discovery of the breach, with the indictment expected to be handed down soon.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN tried to get a gotcha moment with an interview between Carol Costello and Donald Trump s former butler:  He s an incredibly generous person. He s not the gruff person that people make him out to be.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Even her friends on the Left appear to be fed up with Hillary s lies. Is it possible the media has finally grown tired of covering for Hillary?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Do you have a friend, a co-worker or a relative who supports Bernie Sanders? Instead of trying to explain the danger of socialism in America to them, share this very informative video.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""I think we ve lost count! How many? I think weve lost count!\"" he says.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A video from 1985 was shown last night during the Dem debate that has people bussing this morning. Yes we all know Sanders is a socialist but it s interesting to hear him speak about Cuba and Castro .Hey, youth of America who think Sanders is the best thing since sliced bread, do you REALLY want this guy?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Megyn Kelly and DNC Chair Debbie Wasserman Schultz sat down for an interview last night. It was a chance to watch Wasserman Schultz squirm.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Spread this EVERYWHERE! Share this with your friends and family.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Watch here for a pretty good explanation of why Barack Obama is so popular. Tell us if you agree or disagree with the explanation.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Michigan has one of the largest Muslim populations of any state. 6 out of 10 Republicans in the state favored a temporary ban on Muslim visitors to the United States.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We're not condoning doing anything that might be considered illegal. Here s a great way to explain socialism to the neighbors.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Even with a brokered convention the Republican nominees must have won a majority of delegates in at least 8 states. So far only one candidate qualifies with 12 state victories   Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It s a pretty safe bet that the press isn t able to reveal any bad blood between Donald and his second wife. We wouldn t even have to ask,  Whatever happened to Trump s second wife?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Charlton Heston: The greatest love affair in the history of the American Presidency.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Most sane Americans are gonna love it!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This video needs to be shared over and over again. America slips closer and closer to the edge with a potentially disasterous Hillary or Bernie Sanders presidency.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Judge Jeanine nails it! No matter which candidate you support, this is great!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bernie Sanders is their guy ugh!  ""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A US Marine enters the Catholic Church confessional booth in Jacksonville, FL. He tells the priest,  Bless me, Father, for I have sinned. He beat the s**t out of a flag burning Hillary supporter.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Retired General  Ace  Lyons rips into the Obama regime like no other and it s honestly pretty frightening. THIS MAN IS A GREAT PATRIOT!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""I took down my Rebel flag and peeled the NRA sticker off the front door. I disconnected my home alarm system and quit the candy-ass Neighborhood Watch. I bought two Pakistani flags and put one at each corner of the front yard. Then I purchased the black flag of ISIS (which you CAN buy on e-bay) and put it in the CENTER of the yard.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Attorney General Michael McKasey lists 4 laws Hillary Clinton appears to have broken. There s one that says you can t put classified information in an unclassified setting. That s the one that General Petraeus was convicted of on his own plea.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Melania Trump is a proud immigrant who loves her country and it shows in this interview. She s beautiful, classy, eloquent, and she s devoted to her husband and his quest to Make America Great Again.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Hillary voter explained:Ever wish you had a  hunnit and Fiddy dollars?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The FBI has secured the cooperation of Bryan Pagliano who worked on Clinton s 2008 presidential campaign before setting up the server in her New York home in 2009. This is Barack Obama s Justice Department and Loretta Lynch is just taking orders.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""David Duke: I am not endorsing Donald Trump. I m David Duke and this is a quick unscripted response to the CNN interview.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Real Clear Politics has a projection for tomorrow s Super Tuesday. Here s the projection from Real Clear Politics.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is a SHOCKING example of a government putting the rights of violent extreme Muslims before their own citizens.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary decides to take a swipe at Donald Trump in her victory speech in South Carolina. She misses the mark!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""What a horribly racist woman! She only sees color!  She only see color!\"" she tweeted.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Al Sharpton said Donald Trump would be his choice for the Republican Presidential candidate. Run Donald run, he said.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bill Clinton visited Bluffton, SC to rally people to vote for Hillary. He met up with a former Marine Drill Sgt. who spoke out against Hillary s lies surrounding Benghazi. He clearly couldn't handle the confrontation.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""She s really good at deflecting and lying must have learned from Slick Willy!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""DR. BEN CARSON tells the story of what happened when Barack Obama spoke out against Hillary Clinton.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is hysterical! I don t care who you support, this is NOT politics as usual!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""For Bernie Sanders, Socialism is just a good place to start. The goal of socialism is communism.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The UN is vetting the refugees who are coming to America. Do you really believe they are care if the Muslim families they re sending to the US are adherents of Sharia Law? It s a numbers game for them. The faith based charities are being paid large sums of money to bring whomever the UN deems worthy of our taxpayer support.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Senate is doing the right thing by not holding hearings to replace Supreme Court Justice Scalia.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Stuart Varney hammers a cuckoo super delegate for Bernie Sanders. She spouts off about the freebies she ll get if Sanders is elected president.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""American Psycho author, Bret Easton Ellis let the cat out of the bag on Twitter. Even the Hollywood millennials were coming out in support of Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Republican Party ad nails Hillary on the lies: \u00a0\u2018I\u2019ve been lying all my life.\u2019""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jeb Bush stepped up at a difficult and emotional moment with lots of class. The pundits are calling his loss  Bush fatigue by the voters.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is great! We love it when young women get it!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Obama and First Lady Michelle Obama hosted a reception for Black History Month in the East Room of the White House.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump was approached by a man who yelled out,  I m a Muslim and I support this man all the way! The media has spent an enormous amount of time trying to convince voters that Trump will never get the Muslim vote because of the hate he has earned from the Muslim community.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton has been having coughing fits on the campaign trail. CNN covered for her by saying she was choked up during her speech.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A few hypocrites were calling for the nomination of a new Supreme Court Justice before Scalia s body was removed from the hotel where he died.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New Jersey for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump called two men up on stage after the men helped toss a protester out during a rally. The two men came up and what follows is exactly why Americans have really fallen in love with Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bill Clinton goes after a Trump supporter who heckled him during a rally and ends up just sounding like crazy old man.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
